dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,100.0,118,16,AllOperatorsWithRemovers,17,19,virtual,false,670,89,18,119,899
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,100.0,323,37,AllOperatorsWithRemovers,21,22,virtual,false,1705,115,23,232,2078
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,100.0,2397,19,AllOperatorsWithRemovers,17,21,virtual,false,1764,89,16,154,2026
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,97.87234042553192,105168,46,AllOperatorsWithRemovers,41,47,virtual,false,7409,203,31,491,8137
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,100.0,3353,245,AllOperatorsWithRemovers,186,187,virtual,false,12516,1938,59,2042,16559
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,4859,444,19,765,6090
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,100.0,200,30,AllOperatorsWithRemovers,34,36,virtual,false,1541,162,23,327,2058
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,100.0,1456,147,AllOperatorsWithRemovers,86,86,virtual,false,11206,538,53,1062,12864
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,6231,1308,27,1322,8892
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,12,NA,100.0,744,127,AllOperatorsWithRemovers,81,86,virtual,false,4154,369,28,631,5186
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,62,18,AllOperatorsWithRemovers,8,8,virtual,false,1044,80,20,76,1222
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,132,40,AllOperatorsWithRemovers,20,20,virtual,false,2585,147,27,191,2953
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,217,31,AllOperatorsWithRemovers,23,26,virtual,false,1450,143,18,207,1823
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,99.25373134328358,201165,266,AllOperatorsWithRemovers,206,213,virtual,false,11638,1527,32,1237,14438
Postgres,BrowserCookies,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,22469,72,AllOperatorsWithRemovers,75,81,virtual,false,6253,260,38,835,7389
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,1168,139,10,160,1480
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,534,77,AllOperatorsWithRemovers,51,51,virtual,false,5035,257,37,517,5850
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,1153,120,AllOperatorsWithRemovers,77,82,virtual,false,8278,525,63,1346,10216
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,4728,819,27,1470,7047
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,392,35,AllOperatorsWithRemovers,41,43,virtual,false,1312,134,23,341,1814
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,1239,103,AllOperatorsWithRemovers,107,110,virtual,false,4684,404,56,1390,6539
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,16015,66,AllOperatorsWithRemovers,42,44,virtual,false,5482,192,37,571,6286
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,1268,53,AllOperatorsWithRemovers,74,93,virtual,false,3716,338,34,631,4723
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,100,16,AllOperatorsWithRemovers,16,18,virtual,false,767,96,15,117,999
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,52,9,AllOperatorsWithRemovers,7,9,virtual,false,505,66,13,52,640
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,1203,177,AllOperatorsWithRemovers,191,219,virtual,false,5380,956,36,1122,7498
Postgres,iTrust,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,62881,1458,AllOperatorsWithRemovers,1306,1363,virtual,false,51935,367086,276,185421,604722
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,1822,152,AllOperatorsWithRemovers,140,178,virtual,false,4806,881,48,2062,7801
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,3520,226,AllOperatorsWithRemovers,297,359,virtual,false,7188,3257,37,5250,15737
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,238,32,AllOperatorsWithRemovers,29,29,virtual,false,1134,121,14,185,1457
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,182,37,AllOperatorsWithRemovers,18,18,virtual,false,1573,119,21,181,1897
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,3641,176,AllOperatorsWithRemovers,66,66,virtual,false,6764,1463,61,1521,9814
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,139,34,AllOperatorsWithRemovers,20,20,virtual,false,1370,119,22,158,1672
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,1032,52,AllOperatorsWithRemovers,29,31,virtual,false,2473,139,33,432,3080
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,118,16,AllOperatorsWithRemovers,17,19,virtual,false,725,87,18,119,952
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,336,37,AllOperatorsWithRemovers,21,22,virtual,false,1715,117,23,229,2088
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,1774,19,AllOperatorsWithRemovers,17,21,virtual,false,1613,87,16,156,1875
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,97.87234042553192,107269,46,AllOperatorsWithRemovers,41,47,virtual,false,7319,206,31,479,8039
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,3353,245,AllOperatorsWithRemovers,186,187,virtual,false,12772,1923,58,2041,16798
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,4816,466,19,697,6002
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,200,30,AllOperatorsWithRemovers,34,36,virtual,false,1462,160,23,326,1974
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,1456,147,AllOperatorsWithRemovers,86,86,virtual,false,11349,543,58,1074,13028
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,6326,1308,27,1315,8979
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,13,NA,100.0,744,127,AllOperatorsWithRemovers,81,86,virtual,false,3876,355,28,632,4896
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,62,18,AllOperatorsWithRemovers,8,8,virtual,false,1040,75,20,75,1212
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,132,40,AllOperatorsWithRemovers,20,20,virtual,false,2532,148,25,191,2899
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,217,31,AllOperatorsWithRemovers,23,26,virtual,false,1449,144,19,214,1829
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,99.25373134328358,201165,266,AllOperatorsWithRemovers,206,213,virtual,false,11779,1517,33,1324,14657
Postgres,BrowserCookies,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,28403,72,AllOperatorsWithRemovers,75,81,virtual,false,7149,262,39,814,8268
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,1194,132,10,158,1498
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,534,77,AllOperatorsWithRemovers,51,51,virtual,false,4608,257,37,522,5427
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,1153,120,AllOperatorsWithRemovers,77,82,virtual,false,10059,528,64,1346,12001
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,4610,893,26,1478,7010
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,392,35,AllOperatorsWithRemovers,41,43,virtual,false,1296,135,23,346,1804
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,1239,103,AllOperatorsWithRemovers,107,110,virtual,false,4842,419,56,1372,6693
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,22925,66,AllOperatorsWithRemovers,42,44,virtual,false,6149,187,37,554,6931
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,1522,53,AllOperatorsWithRemovers,74,93,virtual,false,3987,319,34,638,4982
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,100,16,AllOperatorsWithRemovers,16,18,virtual,false,821,94,15,121,1055
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,52,9,AllOperatorsWithRemovers,7,9,virtual,false,490,68,13,52,627
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,1263,177,AllOperatorsWithRemovers,191,219,virtual,false,5336,991,28,1145,7504
Postgres,iTrust,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,60295,1458,AllOperatorsWithRemovers,1306,1363,virtual,false,56892,359467,251,184584,601198
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,1822,152,AllOperatorsWithRemovers,140,178,virtual,false,4880,884,49,2060,7877
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,3579,226,AllOperatorsWithRemovers,297,359,virtual,false,7178,3212,41,5205,15641
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,238,32,AllOperatorsWithRemovers,29,29,virtual,false,1157,121,15,191,1488
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,235,37,AllOperatorsWithRemovers,18,18,virtual,false,1614,116,20,174,1927
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,3634,176,AllOperatorsWithRemovers,66,66,virtual,false,6409,1452,63,1583,9510
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,128,34,AllOperatorsWithRemovers,20,20,virtual,false,1377,124,27,193,1725
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,1022,52,AllOperatorsWithRemovers,29,31,virtual,false,2448,137,33,434,3056
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,118,16,AllOperatorsWithRemovers,17,19,virtual,false,675,88,18,119,903
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,336,37,AllOperatorsWithRemovers,21,22,virtual,false,1721,118,23,224,2089
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,1591,19,AllOperatorsWithRemovers,17,21,virtual,false,1570,90,16,150,1829
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,97.87234042553192,106881,46,AllOperatorsWithRemovers,40,47,virtual,false,7172,207,31,487,7901
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,3353,245,AllOperatorsWithRemovers,186,187,virtual,false,12296,1917,60,2089,16366
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,4823,476,19,743,6064
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,200,30,AllOperatorsWithRemovers,34,36,virtual,false,1449,156,24,347,1979
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,1456,147,AllOperatorsWithRemovers,86,86,virtual,false,11434,538,55,1047,13078
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,6273,1309,26,1313,8925
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,14,NA,100.0,744,127,AllOperatorsWithRemovers,81,86,virtual,false,4303,356,28,623,5314
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,62,18,AllOperatorsWithRemovers,8,8,virtual,false,1053,77,20,75,1228
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,132,40,AllOperatorsWithRemovers,20,20,virtual,false,2647,142,22,190,3004
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,217,31,AllOperatorsWithRemovers,23,26,virtual,false,1445,131,19,208,1806
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,99.25373134328358,201165,266,AllOperatorsWithRemovers,206,213,virtual,false,11563,1629,32,1234,14462
Postgres,BrowserCookies,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,2535,72,AllOperatorsWithRemovers,75,81,virtual,false,4121,262,40,799,5226
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,1148,139,10,160,1461
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,534,77,AllOperatorsWithRemovers,51,51,virtual,false,4866,264,37,514,5684
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,1153,120,AllOperatorsWithRemovers,77,82,virtual,false,8528,532,62,1318,10443
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,4585,800,26,1482,6898
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,392,35,AllOperatorsWithRemovers,41,43,virtual,false,1310,134,23,340,1810
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,1239,103,AllOperatorsWithRemovers,107,110,virtual,false,4616,414,57,1399,6491
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,16893,66,AllOperatorsWithRemovers,42,44,virtual,false,5367,179,37,567,6153
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,1255,53,AllOperatorsWithRemovers,74,93,virtual,false,3774,354,34,636,4803
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,100,16,AllOperatorsWithRemovers,16,18,virtual,false,798,93,15,116,1025
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,52,9,AllOperatorsWithRemovers,7,9,virtual,false,502,66,13,52,636
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,1221,177,AllOperatorsWithRemovers,191,219,virtual,false,5470,966,27,1110,7578
Postgres,iTrust,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,62217,1458,AllOperatorsWithRemovers,1306,1363,virtual,false,57052,360983,264,183380,601683
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,1822,152,AllOperatorsWithRemovers,140,178,virtual,false,4909,890,47,2021,7871
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,3579,226,AllOperatorsWithRemovers,297,359,virtual,false,7404,3254,36,5073,15770
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,238,32,AllOperatorsWithRemovers,29,29,virtual,false,1159,122,14,189,1488
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,242,37,AllOperatorsWithRemovers,18,18,virtual,false,1708,116,19,173,2020
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,3638,176,AllOperatorsWithRemovers,66,66,virtual,false,6497,1385,66,1536,9489
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,123,34,AllOperatorsWithRemovers,20,20,virtual,false,1362,121,23,159,1667
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,1049,52,AllOperatorsWithRemovers,29,31,virtual,false,2475,141,55,451,3125
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,118,16,AllOperatorsWithRemovers,17,19,virtual,false,691,89,18,120,921
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,339,37,AllOperatorsWithRemovers,21,22,virtual,false,1704,120,23,229,2079
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,2259,19,AllOperatorsWithRemovers,17,21,virtual,false,1707,91,16,152,1969
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,97.87234042553192,105655,46,AllOperatorsWithRemovers,40,47,virtual,false,7407,206,31,481,8128
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,3353,245,AllOperatorsWithRemovers,186,187,virtual,false,12464,1982,59,2050,16559
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,4756,458,19,717,5953
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,200,30,AllOperatorsWithRemovers,34,36,virtual,false,1485,158,24,327,1996
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,1456,147,AllOperatorsWithRemovers,86,86,virtual,false,11485,567,55,1082,13193
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,6582,1334,27,1304,9251
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,15,NA,100.0,744,127,AllOperatorsWithRemovers,81,86,virtual,false,3932,354,28,644,4962
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,62,18,AllOperatorsWithRemovers,8,8,virtual,false,1050,75,20,76,1224
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,132,40,AllOperatorsWithRemovers,20,20,virtual,false,2523,144,22,191,2884
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,217,31,AllOperatorsWithRemovers,23,26,virtual,false,1448,136,18,204,1809
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,99.25373134328358,201165,266,AllOperatorsWithRemovers,206,213,virtual,false,11393,1519,32,1322,14270
Postgres,BrowserCookies,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,16134,72,AllOperatorsWithRemovers,75,81,virtual,false,5637,267,40,849,6796
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,1187,137,10,162,1500
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,534,77,AllOperatorsWithRemovers,51,51,virtual,false,4544,256,37,541,5381
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,1153,120,AllOperatorsWithRemovers,77,82,virtual,false,8510,531,63,1316,10425
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,4767,822,25,1468,7086
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,392,35,AllOperatorsWithRemovers,41,43,virtual,false,1339,134,23,343,1842
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,1239,103,AllOperatorsWithRemovers,107,110,virtual,false,4806,418,55,1355,6638
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,12642,66,AllOperatorsWithRemovers,42,44,virtual,false,5023,190,38,585,5840
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,1289,53,AllOperatorsWithRemovers,74,93,virtual,false,3727,344,34,658,4768
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,100,16,AllOperatorsWithRemovers,16,18,virtual,false,768,93,15,117,997
Postgres,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,52,9,AllOperatorsWithRemovers,7,9,virtual,false,490,68,13,52,626
Postgres,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,1203,177,AllOperatorsWithRemovers,191,219,virtual,false,5314,963,27,1148,7456
Postgres,iTrust,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,59854,1458,AllOperatorsWithRemovers,1306,1363,virtual,false,55251,364498,275,184315,604343
Postgres,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,1822,152,AllOperatorsWithRemovers,140,178,virtual,false,4927,875,47,2013,7867
Postgres,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,3525,226,AllOperatorsWithRemovers,297,359,virtual,false,7132,3235,36,5148,15555
Postgres,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,238,32,AllOperatorsWithRemovers,29,29,virtual,false,1162,121,14,185,1486
Postgres,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,270,37,AllOperatorsWithRemovers,18,18,virtual,false,1649,114,18,171,1955
Postgres,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,3647,176,AllOperatorsWithRemovers,66,66,virtual,false,6563,1463,63,1571,9665
Postgres,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,128,34,AllOperatorsWithRemovers,20,20,virtual,false,1352,130,23,164,1672
Postgres,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,1010,52,AllOperatorsWithRemovers,29,31,virtual,false,2447,138,33,414,3034
Postgres,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,118,16,AllOperatorsWithRemovers,17,19,virtual,false,676,89,18,120,905
Postgres,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,328,37,AllOperatorsWithRemovers,21,22,virtual,false,1749,116,23,234,2126
Postgres,Person,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,1795,19,AllOperatorsWithRemovers,17,21,virtual,false,1644,92,16,168,1924
Postgres,Products,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,97.87234042553192,105041,46,AllOperatorsWithRemovers,39,47,virtual,false,7353,201,31,478,8066
Postgres,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,3353,245,AllOperatorsWithRemovers,186,187,virtual,false,12588,1883,60,2094,16628
Postgres,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,2384,171,AllOperatorsWithRemovers,129,129,virtual,false,4851,476,19,699,6048
Postgres,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,200,30,AllOperatorsWithRemovers,34,36,virtual,false,1501,157,23,337,2021
Postgres,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,1456,147,AllOperatorsWithRemovers,86,86,virtual,false,11538,537,55,1069,13204
Postgres,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,1912,247,AllOperatorsWithRemovers,201,201,virtual,false,6203,1307,26,1303,8842
Postgres,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,16,NA,100.0,744,127,AllOperatorsWithRemovers,81,86,virtual,false,3962,354,28,633,4984
Postgres,ArtistSimilarity,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,62,18,AllOperatorsWithRemovers,8,8,virtual,false,1040,74,20,76,1212
Postgres,ArtistTerm,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,132,40,AllOperatorsWithRemovers,20,20,virtual,false,2566,143,21,189,2923
Postgres,BankAccount,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,217,31,AllOperatorsWithRemovers,23,26,virtual,false,1436,133,19,201,1792
Postgres,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,99.25373134328358,201165,266,AllOperatorsWithRemovers,206,213,virtual,false,11661,1652,35,1249,14600
Postgres,BrowserCookies,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,14435,72,AllOperatorsWithRemovers,75,81,virtual,false,5418,268,39,845,6573
Postgres,Cloc,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,178,40,AllOperatorsWithRemovers,30,30,virtual,false,1169,138,10,158,1478
Postgres,CoffeeOrders,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,534,77,AllOperatorsWithRemovers,51,51,virtual,false,4730,257,37,540,5568
Postgres,CustomerOrder,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,1153,120,AllOperatorsWithRemovers,77,82,virtual,false,8502,527,62,1316,10410
Postgres,DellStore,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,1669,177,AllOperatorsWithRemovers,156,156,virtual,false,4537,793,26,1469,6828
Postgres,Employee,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,392,35,AllOperatorsWithRemovers,41,43,virtual,false,1347,136,23,341,1850
Postgres,Examination,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,1239,103,AllOperatorsWithRemovers,107,110,virtual,false,5232,422,56,1398,7111
Postgres,Flights,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,5083,66,AllOperatorsWithRemovers,42,44,virtual,false,4056,186,37,577,4860
Postgres,FrenchTowns,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,1300,53,AllOperatorsWithRemovers,74,93,virtual,false,3689,338,34,658,4724
Postgres,Inventory,ClauseAICC+AUCC+ANCC,avsDefaults,17,NA,100.0,100,16,AllOperatorsWithRemovers,16,18,virtual,false,748,93,15,118,977
